fueltype,mon,jd,M,jd_min,lat,lon,elev,ffmc,ws,waz,bui,ps,saz,pc,pdf,gfl,cur,time,pattern
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,873.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,870.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,867.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
C2,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.8,,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,861.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
O1b,,,,,51.621244,-115.608378,864.0,,,,,0.0,0.0,,,0.35,60.0,20,
